         414664 function calls (404841 primitive calls) in 0.342 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      107    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        7    0.000    0.000    0.000    0.000 _util.py:349(getfullargspec_no_self)
        1    0.000    0.000    0.001    0.001 numerictypes.py:81(<module>)
        1    0.000    0.000    0.001    0.001 subprocess.py:1412(_execute_child)
      304    0.000    0.000    0.000    0.000 version.py:331(pre)
      548    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:424(has_location)
        7    0.000    0.000    0.001    0.000 nonlin.py:1610(_nonlin_wrapper)
        1    0.000    0.000    0.004    0.004 pyparsing.py:5399(pyparsing_common)
      347    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
      349    0.000    0.000    0.000    0.000 socket.py:86(<lambda>)
        1    0.000    0.000    0.002    0.002 socket.py:47(<module>)
        8    0.000    0.000    0.001    0.000 enum.py:394(_create_)
      149    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:98(_path_isdir)
        1    0.000    0.000    0.002    0.002 defchararray.py:17(<module>)
        6    0.000    0.000    0.000    0.000 numeric.py:2514(extend_all)
      116    0.000    0.000    0.000    0.000 sre_parse.py:1030(expand_template)
        1    0.000    0.000    0.105    0.105 pool.py:571(_terminate_pool)
        1    0.000    0.000    0.002    0.002 multiarray.py:7(<module>)
      120    0.000    0.000    0.000    0.000 pyparsing.py:2368(__init__)
      163    0.000    0.000    0.001    0.000 sre_parse.py:96(closegroup)
        1    0.000    0.000    0.001    0.001 _add_newdocs.py:10(<module>)
       48    0.000    0.000    0.000    0.000 pyparsing.py:3540(__init__)
      349    0.000    0.000    0.000    0.000 typing.py:618(<genexpr>)
      304    0.000    0.000    0.000    0.000 version.py:326(release)
      201    0.000    0.000    0.000    0.000 _internal.py:826(<genexpr>)
       39    0.000    0.000    0.002    0.000 __init__.py:1427(get_metadata_lines)
        5    0.000    0.000    0.000    0.000 threading.py:216(__init__)
        4    0.000    0.000    0.000    0.000 threading.py:264(wait)
      520    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1325(<genexpr>)
        1    0.000    0.000    0.000    0.000 recipe.py:8(CreateRecipe)
       30    0.000    0.000    0.000    0.000 getlimits.py:41(<lambda>)
       21    0.000    0.000    0.000    0.000 typing.py:180(_subs_tvars)
      135    0.000    0.000    0.000    0.000 __init__.py:664(__iter__)
      107    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      127    0.000    0.000    0.000    0.000 enum.py:26(_is_dunder)
     1023    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        2    0.000    0.000    0.344    0.172 main.py:1(<module>)
       21    0.000    0.000    0.000    0.000 typing.py:626(__getitem__)
      209    0.000    0.000    0.001    0.000 __init__.py:1404(_get_metadata_path)
        2    0.000    0.000    0.003    0.001 shape_base.py:1(<module>)
      106    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      220    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.000    0.000 base.py:58(spmatrix)
       25    0.000    0.000    0.001    0.000 pyparsing.py:1250(setParseAction)
       39    0.000    0.000    0.001    0.000 __init__.py:1414(get_metadata)
        1    0.000    0.000    0.000    0.000 socket.py:133(socket)
      104    0.000    0.000    0.001    0.000 traceback.py:282(line)
      214    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
      127    0.000    0.000    0.000    0.000 enum.py:34(_is_sunder)
        1    0.000    0.000    0.013    0.013 __init__.py:193(<module>)
      445    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:909(get_filename)
       14    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
      505    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
      716    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 pool.py:650(get)
        1    0.000    0.000    0.001    0.001 markers.py:5(<module>)
       24    0.000    0.000    0.000    0.000 typing.py:765(__getitem_inner__)
       26    0.000    0.000    0.001    0.000 traceback.py:200(extract_stack)
        7    0.000    0.000    0.000    0.000 utils.py:71(__call__)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1184(IntegerFormat)
      445    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:719(create_module)
      558    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        1    0.000    0.000    0.000    0.000 _type_aliases.py:18(<module>)
        1    0.000    0.000    0.000    0.000 blas.py:202(<module>)
        1    0.000    0.000    0.001    0.001 npyio.py:1(<module>)
      170    0.000    0.000    0.000    0.000 pyparsing.py:3439(<genexpr>)
       26    0.000    0.000    0.001    0.000 pyparsing.py:1047(extract_stack)
      108    0.000    0.000    0.000    0.000 __init__.py:2559(is_version_line)
        1    0.000    0.000    0.000    0.000 _pep440.py:5(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:4(<module>)
        1    0.000    0.000    0.001    0.001 scimath.py:33(<module>)
       35    0.000    0.000    0.000    0.000 pyparsing.py:2742(__str__)
    54/10    0.000    0.000    0.001    0.000 pyparsing.py:3762(streamline)
        1    0.000    0.000    0.017    0.017 requirements.py:5(<module>)
        5    0.000    0.000    0.000    0.000 typing.py:300(__new__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
       36    0.000    0.000    0.003    0.000 __init__.py:2985(_reload_version)
       78    0.000    0.000    0.001    0.000 linecache.py:15(getline)
      195    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.032    0.032 __init__.py:398(<module>)
        1    0.000    0.000    0.000    0.000 hmac.py:4(<module>)
        1    0.000    0.000    0.001    0.001 more.py:1(<module>)
      119    0.000    0.000    0.000    0.000 typing.py:351(<genexpr>)
        2    0.000    0.000    0.002    0.001 __init__.py:24(<module>)
       19    0.000    0.000    0.000    0.000 dataclasses.py:657(_get_field)
        1    0.000    0.000    0.002    0.002 linalg.py:10(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:316(__dir__)
     22/3    0.000    0.000    0.001    0.000 pyparsing.py:3397(parseImpl)
      112    0.000    0.000    0.000    0.000 pyparsing.py:363(__new__)
      179    0.000    0.000    0.000    0.000 typing.py:322(__hash__)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:9(<module>)
       39    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
        1    0.000    0.000    0.001    0.001 os.py:980(popen)
       14    0.000    0.000    0.001    0.000 core.py:116(doc_note)
        1    0.000    0.000    0.000    0.000 ast.py:26(<module>)
      266    0.000    0.000    0.000    0.000 pyparsing.py:3270(<genexpr>)
      304    0.000    0.000    0.000    0.000 version.py:344(local)
        1    0.000    0.000    0.002    0.002 version.py:5(<module>)
      219    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
       39    0.000    0.000    0.001    0.000 functools.py:835(wrapper)
      140    0.000    0.000    0.000    0.000 pkgutil.py:405(get_importer)
      208    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.012    0.012 optimize.py:20(<module>)
        1    0.000    0.000    0.001    0.001 extras.py:10(<module>)
        1    0.000    0.000    0.003    0.003 __init__.py:41(<module>)
       76    0.000    0.000    0.000    0.000 pyparsing.py:1351(preParse)
       48    0.000    0.000    0.000    0.000 pyparsing.py:1948(__or__)
       61    0.000    0.000    0.001    0.000 pyparsing.py:3292(<listcomp>)
       26    0.000    0.000    0.000    0.000 linecache.py:53(checkcache)
        3    0.000    0.000    0.000    0.000 tokenize.py:132(_all_string_prefixes)
       39    0.000    0.000    0.000    0.000 weakref.py:395(__getitem__)
      110    0.000    0.000    0.023    0.000 re.py:234(compile)
      344    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.038    0.038 diffpyhelper.py:1(<module>)
        7    0.000    0.000    0.000    0.000 utils.py:130(_get_indent)
        1    0.000    0.000    0.000    0.000 arrayprint.py:5(<module>)
       36    0.000    0.000    0.000    0.000 pyparsing.py:3781(__str__)
        2    0.000    0.000    0.005    0.002 utils.py:5(<module>)
        1    0.000    0.000    0.001    0.001 random.py:38(<module>)
        1    0.000    0.000    0.036    0.036 __init__.py:3246(_initialize_master_working_set)
      304    0.000    0.000    0.000    0.000 version.py:340(dev)
      168    0.000    0.000    0.000    0.000 __init__.py:388(<genexpr>)
      140    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 glob.py:114(_iterdir)
       11    0.000    0.000    0.001    0.000 decorator.py:177(create)
        1    0.000    0.000    0.001    0.001 twodim_base.py:3(<module>)
       41    0.000    0.000    0.002    0.000 _add_newdocs_scalars.py:62(<genexpr>)
      339    0.000    0.000    0.000    0.000 pyparsing.py:2159(streamline)
       78    0.000    0.000    0.001    0.000 linecache.py:37(getlines)
      134    0.000    0.000    0.000    0.000 abc.py:137(__instancecheck__)
      141    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
       45    0.000    0.000    0.000    0.000 typing.py:638(copy_with)
      137    0.000    0.000    0.000    0.000 inspect.py:2799(<genexpr>)
      106    0.000    0.000    0.000    0.000 enum.py:18(_is_descriptor)
       38    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
      170    0.000    0.000    0.000    0.000 pyparsing.py:2061(setWhitespaceChars)
       22    0.000    0.000    0.000    0.000 pyparsing.py:2813(parseImpl)
    36/11    0.000    0.000    0.002    0.000 pyparsing.py:3743(leaveWhitespace)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
       39    0.000    0.000    0.001    0.000 __init__.py:549(_)
       21    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
       13    0.000    0.000    0.000    0.000 posixpath.py:104(split)
        1    0.000    0.000    0.006    0.006 __init__.py:219(<module>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:365(<dictcomp>)
        1    0.000    0.000    0.005    0.005 index_tricks.py:1(<module>)
       37    0.000    0.000    0.000    0.000 typing.py:749(__getitem__)
        1    0.000    0.000    0.000    0.000 parse.py:28(<module>)
        1    0.000    0.000    0.001    0.001 quoprimime.py:27(<module>)
      134    0.000    0.000    0.000    0.000 __init__.py:918(_added_new)
       39    0.000    0.000    0.000    0.000 functools.py:781(dispatch)
       69    0.000    0.000    0.000    0.000 types.py:164(__get__)
        1    0.000    0.000    0.013    0.013 orthogonal.py:72(<module>)
        1    0.000    0.000    0.001    0.001 case.py:1(<module>)
       44    0.000    0.000    0.000    0.000 core.py:132(get_object_signature)
        1    0.000    0.000    0.001    0.001 type_check.py:3(<module>)
       60    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
       45    0.000    0.000    0.000    0.000 pyparsing.py:1190(setName)
        1    0.000    0.000    0.000    0.000 datetime.py:5(<module>)
       34    0.000    0.000    0.002    0.000 platform.py:923(uname)
        1    0.000    0.000    0.001    0.001 shutil.py:5(<module>)
       30    0.000    0.000    0.000    0.000 __init__.py:3148(_find_adapter)
       32    0.000    0.000    0.000    0.000 process.py:144(is_alive)
      104    0.000    0.000    0.000    0.000 traceback.py:289(walk_stack)
      116    0.000    0.000    0.000    0.000 re.py:315(filter)
       36    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       80    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
      210    0.000    0.000    0.000    0.000 {built-in method builtins.max}
        1    0.000    0.000    0.001    0.001 arpack.py:7(<module>)
        1    0.000    0.000    0.000    0.000 version.py:24(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2706(MaskedArray)
        1    0.000    0.000    0.000    0.000 secrets.py:7(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:94(_add_aliases)
       36    0.000    0.000    0.003    0.000 __init__.py:2776(_get_version)
        1    0.000    0.000    0.001    0.001 process.py:10(<module>)
       78    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
      102    0.000    0.000    0.000    0.000 builder.py:543(__init__)
        2    0.000    0.000    0.003    0.002 __init__.py:26(<module>)
        1    0.000    0.000    0.001    0.001 _internal.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _methods.py:5(<module>)
      195    0.000    0.000    0.000    0.000 pyparsing.py:3392(<genexpr>)
        1    0.000    0.000    0.000    0.000 data.py:7(<module>)
       10    0.000    0.000    0.000    0.000 typing.py:849(__init_subclass__)
       19    0.000    0.000    0.000    0.000 inspect.py:484(unwrap)
      232    0.000    0.000    0.000    0.000 __init__.py:2601(_reload_version)
        1    0.000    0.000    0.002    0.002 tags.py:5(<module>)
        9    0.000    0.000    0.000    0.000 enum.py:479(_find_new_)
       36    0.000    0.000    0.000    0.000 codecs.py:319(decode)
       10    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
       53    0.000    0.000    0.000    0.000 six.py:182(_add_module)
       26    0.000    0.000    0.000    0.000 core.py:6755(getdoc)
       11    0.000    0.000    0.000    0.000 getlimits.py:382(__new__)
       15    0.000    0.000    0.000    0.000 pyparsing.py:4565(_escapeRegexRangeChars)
        1    0.000    0.000    0.000    0.000 inspect.py:316(getmembers)
        6    0.000    0.000    0.000    0.000 inspect.py:3035(__str__)
        1    0.000    0.000    0.003    0.003 platform.py:10(<module>)
       22    0.000    0.000    0.000    0.000 __init__.py:1973(find_distributions)
        1    0.000    0.000    0.000    0.000 pickle.py:181(<listcomp>)
       78    0.000    0.000    0.000    0.000 traceback.py:243(__init__)
       11    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       11    0.000    0.000    0.000    0.000 decorator.py:127(update)
